"","X1p34.2..","X1p22.3..","X1q21.3..","X1q32.1..","X1q44....","X2q31.2..","X3q26.2..","X4p16.3..","X4q12....","X5p15.33.","X5q35.3..","X6p22.3..","X7p11.2..","X7q36.3..","X8p11.23.","X8p11.21.","X8q24.21.","X9p13.3..","X10p15.1.","X10q22.2.","X11q13.3.","X12p13.33","X12q14.1.","X12q15...","X13q34...","X14q13.2.","X15q26.3.","X17q12...","X17q25.1.","X19p13.12","X19q12...","X20q11.21","X20q13.33","Xq28....","X1p36.23.","X1p36.11.","X1p13.2..","X2q22.1..","X2q37.3..","X3p26.2..","X3p14.2..","X4p16.3.2","X4q22.1..","X4q34.3..","X5q11.2..","X5q21.3..","X6p25.3..","X6q21....","X6q26....","X7p22.3..","X7q31.1..","X7q36.1..","X8p23.2..","X8p21.2..","X9p23....","X9p21.3..","X9q21.11.","X9q34.3..","X10p15.3.","X10q23.31","X10q26.3.","X11p15.5.","X11q22.3.","X11q25...","X12p13.1.","X12q23.1.","X12q24.33","X13q11...","X13q14.2.","X14q24.1.","X15q11.2.","X15q15.1.","X16p13.3.","X16q23.1.","X17p12...","X17q11.2.","X18q23...","X19p13.3.","X19q13.32","X19q13.43","X20p12.1.","X21q11.2.","X22q13.32","Xp21.1.."
"TCGA-BL-A0C8",-0.241320179838894,-0.0805448594377538,-0.680869052718525,-0.363912165564379,-0.586191929744252,-0.0759043418582846,-0.0351947162641495,4.13077888810965,-0.0432909559852732,0.832621402546571,0.6868039786148,-0.199275791831008,0.130417345034066,0.688794046335291,-0.520051069983282,-0.646691894567132,-0.152094781679738,-0.140218480466858,1.0558504810438,1.54939143742222,-0.541471166636907,0.130616366241463,0.286869540314218,0.242631568132317,-0.0525342910779916,-0.0309724672537479,-0.225758888807732,-0.10189756024089,0.697821426380935,-0.413374325302259,-0.431899361929322,-0.155026356923481,-0.396776421073095,-0.00636557562470491,0.0109827118004244,0.1125105879337,0.0741512804347087,0.131858823036934,-0.0392000862916788,0.107392742297115,0.325991292965778,0.918265011872312,0.417146615474734,0.399253288694529,-0.519069019941132,-0.532125917654144,-0.105318588366051,0.343350094867376,0.978053843953199,0.641598813689243,0.730396134103116,0.710789298776822,-0.0816333677138872,-0.0777360694331327,-0.525205226648502,-0.296589937105543,1.04452958951967,0.518508441290998,1.17318260769639,0.161811052732408,1.26737774090967,-1.32255218125865,-0.034320407025381,-0.0998363017895071,0.388504375360559,0.879910776683619,0.649368144744884,0.132845081169712,0.21903616674315,0.0742488041110798,0.0323784361666584,0.118565744845264,-0.34253453163628,0.165894167646673,0.127532429435274,0.160421467924783,0.250303227478755,1.85225818666213,-0.151036556918086,-0.322309049461065,0.176215823539348,0.758667595505029,0.640343814918318,0.454153117388578
"TCGA-BL-A13I",-0.112696026440702,-0.0698364643517119,-0.629981238989193,-0.600790733762609,-0.568756589165371,-0.160369626263599,0.217242378453029,0.156139429403817,-0.0221372603823273,-0.590314500739522,-0.0208176074443821,-0.220237747285718,-0.532012171709854,-0.128144369054159,-0.158318768433543,-0.240362700884759,-0.670955997484803,0.0777652265950906,0.0435549905226724,0.148783500838958,-0.310296466282801,-0.303880872440648,-0.250371138030364,-0.261607196590197,-0.0419898616527112,0.0434594464413824,0.0426100124719816,-0.120685349884531,-0.249924832258939,-0.254528513988017,-0.385483996051421,-0.754025777990405,-0.753508672530677,-0.0704444445894019,0.246679228786151,0.325683107560594,0.0877883034226314,-2.79569607502709,0.177207494146592,1.63944211110945,1.88204329842527,0.227275788724134,-2.29251160999821,0.496725805959752,0.0928737346271661,0.253701440925795,-0.129189094617753,0.220130144452797,0.31271529336269,-0.464924668705297,-0.130416076408121,-0.11110156124444,0.491657305846389,0.511105594345157,0.253192294288474,-1.62408292846393,0.250378599188055,0.23550271320147,0.0911751967704186,0.425724966535398,0.316363241382286,0.287938229572043,0.207272519715924,0.196476851857179,-0.199454703751946,-0.0272723034800129,-0.0200887365194666,0.180923995291596,0.267204553155028,0.267162649247581,0.425742147431457,0.530743654212033,-0.176010711141405,0.344195341782199,0.663498205252837,0.13042556422142,0.444267369508892,0.267675927096053,-0.0669829072251902,-0.146136527019681,-0.545847123925686,0.0973152291549721,0.377314054860817,0.276148550762996
"TCGA-BL-A13J",-0.205988102462834,-0.0112820986942294,1.40907965809157,-0.611262641331746,-0.579803823699975,-0.264702962379461,0.182028834290214,-0.0368071207721523,-0.191320953137994,-0.648587487826027,-0.279458435489068,3.13102294026748,0.250482009457502,-0.503124341168204,0.439001252818629,-0.289734749953017,0.56200408634128,-0.142758163326997,1.86007313237368,-0.0840235434990155,2.15379525520259,-0.426776605498757,-0.49360692111808,0.404137379024641,0.00842748411932948,0.416410745682208,0.0765769245734554,0.405320186763208,0.484632214992592,0.49066954962547,0.162697989917484,0.144182779834713,0.0793387031389427,0.863100308418794,0.132968831974556,0.198479522552062,1.32899044711345,-0.06768100455186,1.32265422981351,1.62775880457894,1.85839275255491,0.0171408780334396,0.210161522010022,-0.954151590131655,0.157750174917151,0.10476146555914,-0.24260761267859,0.214195986567408,0.306479337330977,0.592395521757076,0.656451988401255,-0.488354737207086,-0.683213858946171,-0.703056750554781,0.165739137400764,-1.62408292846393,0.0298185967664465,-0.341094767692139,1.9691589873968,0.148871926843077,0.0360039212308672,-1.39895189489926,0.107264076906529,4.0155410295493,-0.338768146276476,1.17047816110566,0.615441088454606,1.15808045471806,-0.818667088457677,0.723379661164135,0.0117067790638255,0.288458106049246,-1.59850198447103,2.36848140176869,0.238271463476997,0.970226931172586,0.306539923288892,1.11850346922207,0.891601081495915,0.678516020349368,0.536897025553318,4.42996470909083,-1.2819146215271,1.52828921573315
"TCGA-BL-A3JM",-0.119043352803556,-0.0575390424208892,0.473450748277797,0.52538384320158,0.619290058161587,-0.219374113459858,0.340153864345012,0.0726703453857454,-0.0380965698237329,0.259178271347479,1.07862205262964,-0.199275791831008,-0.557352757157262,-0.493300787709403,0.621662588232699,0.635780221336133,0.0573643539224898,1.55809642435543,-0.0746538192796416,0.146173403821981,-0.342643445336826,0.807460414243341,0.911494569274156,0.837263911055174,1.05254662275058,0.0330685250711711,-0.0330313333069252,1.42334654142583,2.01135025232339,0.747268107767582,0.351456809978049,1.17484659651361,1.1076789224835,0.550941705426309,0.238942698201907,0.317028538994849,0.103448934564399,0.0238250572853755,0.0805761639837643,0.239278676760131,0.464808074401463,0.13637098374278,0.376068889340967,0.368306570244414,1.49990521755344,1.448750849042,-0.105318588366051,0.261461812131391,0.356148998252092,-0.505859850643749,-0.515183273057992,-0.478471631395652,1.68988824990964,1.76369516163106,1.60646136377537,0.735367338330598,0.250832702597739,0.235945894491222,-0.031033452625052,0.422621051466604,0.302993234368061,0.285050928148613,0.19206152164503,0.157684535602128,1.06035128474711,1.94972221951176,1.66004914684354,1.34171050220395,-1.10233671240804,0.25445183389923,0.291362037541353,0.389936276284652,-0.351416990881667,0.562137354063142,3.33334706390198,2.59557089558513,3.13960338031835,1.46687366147848,1.26754420858697,1.0019331241914,1.87452387336339,-0.0352358091510208,0.264559302931511,1.04820549466722
"TCGA-BT-A0S7",-0.15739415099335,-0.116835802987727,-0.663311420984524,-0.634807876678413,-0.178131085566937,-0.156600453323302,-0.578874463033982,-0.00487701918330902,-0.0721353122811483,-0.840374313736443,-0.557175329683997,0.243101650606649,0.31161111990851,0.949718670629586,-0.254467185080439,-0.348364967872238,-0.753106914364013,1.51972846383078,0.366069028048436,0.538579135532031,-0.308480557223435,-0.180298325950133,-0.109171303414342,5.13643209519726,1.913809852527,0.415471801953921,-0.634901080277648,0.454930108995101,0.593079060853852,-0.195887523283579,-0.342346558753655,0.488724153926947,0.445632746861596,0.144271968023703,-0.496185558599017,-2.94049181878026,0.0279351642503628,-0.0824450228805146,0.110575588789153,0.261778137831258,0.404562698563493,0.0519154259048429,0.331724398028397,0.364027105377395,-0.339282468044788,-0.373117594300949,0.398440401492258,0.809035972998738,0.902289689453121,0.843211166142357,1.00533375288128,0.973295700510581,-1.37105347844854,0.356698694008827,1.57590896607292,-1.62408292846393,-0.55539553024306,-0.591151884606507,0.424602163872258,0.889268097845933,0.759341640671923,0.0849516318041162,0.21087258600577,0.199913658234468,-0.0593626960058287,0.228102487113662,0.155013905065072,2.25570973994574,2.34585136320992,0.72223108733439,-0.54860266883562,-0.363596418728516,0.331070123651278,0.853563293901799,1.65881849919208,1.04943233416169,0.805734761151354,0.313238438050761,0.0111347371086656,-0.078933324011534,4.33168820131339,0.348161891935913,0.875626199075245,0.64447308170846
"TCGA-BT-A0YX",-0.0580875532610381,-0.0124165580569027,-0.619718861599368,-0.590316840809534,-0.557707260169767,-0.26728676102765,1.65380439606096,0.143324566826499,-0.0397579727193315,-0.475113538637234,-0.0352864550294447,-0.209508468631624,-0.534018524669783,-0.454551476704051,-0.161781067037097,-0.244251855914163,0.278672309253982,0.100420731744157,0.0346150331389419,0.176895782105391,-0.296223364595693,-0.341949095376924,-0.265845606438894,-0.276242662748979,-0.0386172327404267,0.0787598742489789,0.0923796018671332,-0.0871646160779464,-0.163757166948627,-0.132616681833061,-0.295803314462218,-0.571630027282139,-0.577513249977739,-0.0123807512810223,0.313239556514968,0.40014166670604,0.14564877493564,-0.0332847591062185,0.0556244967665891,0.297090830753061,0.453561383564617,0.213319332903896,0.369349486919408,0.452561916743881,0.256897402123855,0.217448175860378,-0.11697108787014,0.197982835197069,0.289441620938246,-0.469322212921734,-0.474352924730691,-0.439487414290085,0.479503933999483,0.50554541130671,-1.39638408485787,-1.62408292846393,-1.96316153332152,0.271756893676384,0.0819327374364158,0.476752327168014,0.373492381159289,0.318388288944476,0.176362724567078,0.166968789356257,-0.231241086589436,-0.0536031772613266,-0.04485648840949,0.15905156682239,0.206058556305648,0.322037199680918,0.450634168284995,0.556826235857239,-0.0785988828255017,0.437044904483504,0.721460280646656,0.183943552361587,-1.43851641745981,0.387412628443467,0.0954199619959251,-0.00642426249300897,-0.325978441704048,0.115269000278499,0.468026480702439,0.351626763398228
"TCGA-BT-A20J",6.71536293038594,4.56280514935438,1.57859778657749,-0.584951057096882,-0.575139159848439,-0.0128256574918397,0.246559970649109,-1.12283896923758,0.00917167701620541,-1.01598760427357,-1.19694477272335,0.0474567330293525,3.03103019520903,-0.440299173932787,-0.0951123566735627,-0.16936375991112,-0.0686630923793278,-0.912588877274472,0.099013581740546,0.196268163522729,-0.418584074363557,5.20653070490332,0.869647599893163,0.797685821000363,-0.237597926054644,-0.969604332088994,0.0795650945594474,-0.0808855696849869,0.93765020958416,-0.955101804863262,0.970748190344251,0.65545620469331,1.04870751644342,-0.140306152193991,0.41743276925377,-1.10812581932949,0.0549132793667189,1.08765948700852,-1.56491940584006,0.359944190020575,0.605967365449203,-1.16563852525934,0.419874097048805,0.399634417506215,-1.08374142994689,-1.15160463098307,0.175649009809712,-1.14238346685612,-1.05747065620707,-0.306451395641763,-0.30757005505834,-0.425148711199016,-0.620082897404428,-0.542801451834306,-0.784777345697679,-1.62408292846393,0.28634272600695,0.329459141942456,0.148510344137575,0.482193503559912,0.499259862413294,-1.1202472708824,-1.40322692391246,1.38252582770485,1.31004092409336,1.87851671895356,1.77256387555842,0.545815952893671,0.632775555191517,-1.00516242186067,-1.00232761884069,-0.978375088055957,-0.00333078962591416,0.557907963037435,-0.592925220304128,0.19396845015556,-0.817306383163764,-0.652230224836323,2.38901981819569,1.96671840034644,-1.34514745203264,-0.0291562358216223,-0.745880478447842,0.125554430416261
"TCGA-BT-A20N",0.106842680827621,2.9814197406953,1.82995704430785,-1.52253968652927,1.06924012230138,0.318589582449198,0.966213612671266,0.408422123908241,-1.68309728201632,-1.65231187582318,-1.21063464212425,-0.670025448040908,1.25134473806745,-1.20291363809223,0.495701438714836,0.494289698925984,0.332526944749189,0.757823605789107,1.81979866495924,-0.188097817249495,0.00392082470881684,1.366124142114,-0.262896153251443,-0.273453124448067,-0.782337064281291,0.423620492167276,-0.540645768817739,-1.02391922985855,0.144419278420138,0.104295401514025,1.39615276200659,-0.348837700831002,-0.739911024664737,-0.0437770896952913,1.11469261328098,0.625023756878377,-0.385761705149054,0.665054658618499,-0.0790567727751409,3.34603361122102,0.355427659819451,0.502032717159216,0.137574661747118,-1.46547588600729,-1.03288174108006,-1.10090754751608,2.25564405182955,-0.323242632631695,-0.410297716665468,1.80539334369593,-1.04322930144826,-1.19238629729522,3.21255873453764,1.56141132443297,-1.28385462435833,-1.0715043078429,-1.08123773771527,0.215005833507138,1.92752175007013,0.0251072910970828,-0.228899034432801,-1.77886879223269,-0.492961091414838,1.36471496218464,1.88468722387726,0.25164259469454,1.54260548738442,-0.971207438708768,-0.887070935877713,0.574126594038211,-1.43354077579273,-0.28366592658998,-0.898782938629336,2.01542179045094,-0.957345619453627,-1.31164489745658,-1.65251601378276,0.694971519286878,0.346852438352645,0.492330441904059,-0.774237440163812,0.529453134646064,0.505042380236469,1.45992643422295
"TCGA-BT-A20O",0.597813396878688,0.677252442059453,-0.100173587647147,-0.0600633355109663,0.00167839112198895,-0.0368413859797435,-0.523090533212768,0.0152829959077717,0.0191584432169575,-0.545622066097109,-0.297597985815565,-0.211135200962876,0.134123353696506,-0.620120434418898,-0.175031991501169,-0.259136447171192,-0.675337061083434,0.0297442553712305,-0.060656817882662,0.0729349214916399,-0.345081834884297,-0.236250928617479,-0.166987964210959,-0.18274493221845,-0.0553818312324542,-0.00687514714133174,-0.0616428727508846,1.025028835408,1.42800355499467,-0.528806113526194,1.784800322341,-0.702223158421177,-0.703523824281565,0.251645023795415,1.11269392058975,1.29446148276932,1.0391977825173,0.241396222333115,0.317680148487102,0.347542299498438,0.496540777024199,0.0738713663807091,0.463464406096401,0.539522807276923,0.37818402859392,0.236740271919627,-0.118823535480139,0.230791607313804,0.323918974646379,0.567995783238946,-0.459335199988789,-0.606060084255922,0.374512645054742,0.484265454293977,0.186596613422374,0.401330858124724,0.186378641248808,0.0632355519671821,-0.0165628337331773,0.335526193519903,0.230166067075487,0.212672906919124,0.138310017306333,0.130641739669509,-0.122790038044706,0.114609909683052,0.113370695264528,0.101763954121361,0.187897199378241,0.205590272567075,0.29243744166809,0.351861616730565,-0.307430688127354,0.109508921642772,0.331815394846607,-0.17582635296771,0.384236920622228,-0.110123548110791,-0.456492384144846,-0.481224517373788,-0.4834017344027,0.0896875665041677,0.195869804844308,0.694839405531781
"TCGA-BT-A20P",-0.0744165967738493,-0.0550450344181956,-0.615398511460834,-0.590316840809535,-0.557707260169769,-0.201513220000945,-0.540472934784164,7.42707715656672,-0.0509540934374621,0.814400088904239,1.95108140585932,-0.214001851903454,-0.528482148377682,-0.359556750033266,-0.176693911964076,-0.261003260830808,-0.675735221422353,0.051314685279515,0.0345549462319123,0.189169209995666,-0.307485782755714,1.16480006373379,1.19995259168263,1.11008217619579,0.00072618233794185,0.0965142941397649,0.0686944031179641,1.03994529040549,1.55224891992815,-0.254956556792844,-0.35047230015648,0.752218636053629,0.741477021582789,0.648011516910141,0.309505635169081,0.395964667991281,0.113975439766153,-2.77813594343766,0.201666880768944,0.299144505395794,0.444636391593687,0.237327502844047,0.396242883000117,0.506122042756006,2.32100498310585,2.26211849140399,-0.122087945107684,0.227434009180879,0.320390616497931,-0.457900929844664,-0.464665347794155,-0.437660060489529,0.379255739046885,0.481596538920931,0.208118386332168,-1.62408292846393,-2.09357712486714,-2.21768707740193,0.0818706173645978,0.473751461489446,0.447968898616745,0.281841805194188,0.246537818575788,0.245771927848247,-0.26076414259994,2.44055341181678,2.30123548279556,0.138446227031792,0.224647736038372,0.257200617196772,0.443388334257736,0.525307278947849,-0.105935775577811,0.424728917816644,-1.58312300310818,1.98344636026242,0.502287070869618,0.238122226219811,-0.00358017913620039,-0.0915923015329929,-2.08782216344261,0.07136834348008,0.402355557254421,1.01797382152327
